1.5,9000,13,1,785.365051,1.88707125
1.5,9000,13,0.5,784.769226,1.31046605
1.5,9000,12,2,784.606628,2.2644856
1.5,9000,12,1.5,784.541321,3.91303182
1.5,9000,12,1,784.091187,1.88707125
1.5,9000,12,0.5,783.807922,2.2644856
1.5,9000,11,2,783.433167,2.2644856
1.5,9000,11,1.5,783.350769,2.71738291
1.5,9000,11,1,783.274475,2.2644856
1.5,9000,11,0.5,782.90625,1.88707125
1.5,9000,10,2,782.128235,3.26085973
1.5,9000,10,1.5,782.046021,3.26085973
1.5,9000,10,1,782.025146,2.71738291
1.5,9000,10,0.5,782.004089,1.88707125
1.5,90000,9,2,781.917847,2.71738291
1.5,90000,9,1.5,781.714966,2.71738291
1.5,90000,9,1,781.527344,2.71738291
1.5,90000,9,0.5,781.388367,5.6347661
1.5,90000,8,2,781.007446,2.71738291
1.5,90000,8,1.5,780.686951,2.2644856
1.5,90000,8,1,780.57019,2.71738291
1.5,90000,8,0.5,780.495483,3.91303182
1.5,90000,7,2,780.287598,2.2644856
1.5,90000,7,1.5,780.234436,2.71738291
1.5,90000,7,1,780.232117,2.2644856
1.5,90000,7,0.5,780.162415,2.71738291
1.5,90000,6,2,780.053101,2.71738291
1.5,90000,6,1.5,779.881531,2.71738291
1.5,90000,6,1,779.76062,2.2644856
1.5,90000,6,0.5,779.729797,2.71738291
1.5,90000,5,2,779.67041,2.2644856
1.5,90000,5,1.5,779.641113,2.71738291
1.5,90000,5,1,779.545654,2.2644856
1.5,90000,5,0.5,779.465576,2.71738291
1.5,90000,4,2,779.406128,2.71738291
1.5,90000,4,1.5,779.292847,2.71738291
1.5,90000,4,1,779.265259,2.71738291
1.5,90000,4,0.5,779.247742,2.2644856
1.5,90000,3,2,779.204895,2.2644856
1.5,90000,3,1.5,779.167542,1.88707125
1.5,90000,3,1,779.130127,2.2644856
1.5,90000,3,0.5,778.967285,2.71738291
1.5,90000,2,2,778.933228,3.26085973
1.5,90000,2,1.5,778.786133,1.88707125
1.5,90000,2,1,778.771545,2.2644856
1.5,90000,2,0.5,778.760986,1.88707125
1.5,90000,1,2,778.745911,2.2644856
1.5,90000,1,1.5,778.732849,1.88707125
1.5,90000,1,1,778.414368,2.2644856
1.5,90000,1,0.5,778.172302,2.71738291
1.5,90000,15,2,778.11908,2.71738291
1.5,90000,15,1.5,777.998108,2.71738291
1.5,90000,15,1,777.984253,5.6347661
1.5,90000,15,0.5,777.977112,3.91303182
1.5,90000,14,2,777.926147,2.2644856
1.5,90000,14,1.5,777.913208,2.2644856
1.5,90000,14,1,777.862549,5.6347661
1.5,90000,14,0.5,777.858154,3.91303182
1.5,90000,13,2,777.853149,2.71738291
1.5,90000,13,1.5,777.72876,1.88707125
1.5,90000,13,1,777.636475,4.69563818
1.5,90000,13,0.5,777.618652,5.6347661
1.5,90000,12,2,777.611389,2.2644856
1.5,90000,12,1.5,777.492554,3.26085973
1.5,90000,12,1,777.480774,3.91303182
1.5,90000,12,0.5,777.365784,3.91303182
1.5,90000,11,2,777.297913,2.71738291
1.5,90000,11,1.5,777.237549,2.2644856
1.5,90000,11,1,777.20459,3.26085973
1.5,90000,11,0.5,777.116638,3.91303182
1.5,90000,10,2,777.016602,2.2644856
1.5,90000,10,1.5,776.951965,2.71738291
1.5,90000,10,1,776.851257,2.71738291
1.5,90000,10,0.5,776.814148,4.69563818
1.5,80,9,2,776.776794,3.26085973
1.5,80,9,1.5,776.632935,2.71738291
1.5,80,9,1,776.590454,2.71738291
1.5,80,9,0.5,776.558472,3.26085973
1.5,80,8,2,776.538879,3.26085973
1.5,80,8,1.5,776.458923,3.26085973
1.5,80,8,1,776.421814,3.91303182
1.5,80,8,0.5,776.416443,1.88707125
1.5,80,7,2,776.305176,3.26085973
1.5,80,7,1.5,776.217651,3.91303182
